id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wday,month,year,event_name_1,event_type_1,snap_CA,wm_yr_wk,sell_price,day_name,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_28,rolling_std_7,day_of_week,day_of_month,week_of_year,is_weekend,is_month_start,is_month_end,is_event,is_sporting_event,is_national_event,is_religious_event,is_cultural_event,price_change,price_vs_avg,is_early_month
FOODS_2_276_CA_4_evaluation,FOODS_2_276,FOODS_2,FOODS,CA_4,CA,d_1941,5,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,2.0,1.0,4.0,2.571428571428572,2.2857142857142856,1.9023794624226904,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0592915524378217,0
FOODS_2_276_CA_3_evaluation,FOODS_2_276,FOODS_2,FOODS,CA_3,CA,d_1941,9,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,7.0,8.0,3.0,5.714285714285714,6.142857142857143,1.1126972805269957,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0562475337007853,0
FOODS_2_276_CA_2_evaluation,FOODS_2_276,FOODS_2,FOODS,CA_2,CA,d_1941,3,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,6.0,1.0,2.0,3.0,2.7142857142857144,1.9148542155127228,6,22,20,1,0,0,0,0,0,0,0,0.0,1.055401159980667,0
FOODS_2_276_CA_1_evaluation,FOODS_2_276,FOODS_2,FOODS,CA_1,CA,d_1941,19,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,16.0,5.0,12.0,7.857142857142857,8.0,5.36745040121703,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0591969006991933,0
FOODS_2_244_CA_4_evaluation,FOODS_2_244,FOODS_2,FOODS,CA_4,CA,d_1941,5,2016-05-22,2,5,2016,,,0,11617,5.94,Mon,9.0,6.0,8.0,5.285714285714286,5.964285714285714,2.627691364061224,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0176080578709343,0
FOODS_2_244_CA_3_evaluation,FOODS_2_244,FOODS_2,FOODS,CA_3,CA,d_1941,6,2016-05-22,2,5,2016,,,0,11617,5.94,Mon,13.0,11.0,10.0,8.285714285714286,8.857142857142858,3.5456210417119207,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0217745022970903,0
FOODS_2_244_CA_2_evaluation,FOODS_2_244,FOODS_2,FOODS,CA_2,CA,d_1941,4,2016-05-22,2,5,2016,,,0,11617,5.94,Mon,10.0,3.0,9.0,5.714285714285714,5.25,2.1380899352993885,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0173566378771783,0
FOODS_2_244_CA_1_evaluation,FOODS_2_244,FOODS_2,FOODS,CA_1,CA,d_1941,10,2016-05-22,2,5,2016,,,0,11617,5.94,Mon,1.0,2.0,12.0,5.857142857142857,6.107142857142857,2.672612419124379,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0173566378771783,0
FOODS_2_197_CA_4_evaluation,FOODS_2_197,FOODS_2,FOODS,CA_4,CA,d_1941,11,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,10.0,3.0,4.0,6.0,6.214285714285714,1.8257418583505132,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0592915524378217,0
FOODS_2_197_CA_3_evaluation,FOODS_2_197,FOODS_2,FOODS,CA_3,CA,d_1941,12,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,23.0,14.0,9.0,9.285714285714286,9.964285714285714,7.846746368491268,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0562475337007853,0
FOODS_2_197_CA_2_evaluation,FOODS_2_197,FOODS_2,FOODS,CA_2,CA,d_1941,8,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,8.0,2.0,9.0,5.428571428571429,5.607142857142857,5.191568255583383,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0570952660008153,0
FOODS_2_197_CA_1_evaluation,FOODS_2_197,FOODS_2,FOODS,CA_1,CA,d_1941,26,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,32.0,10.0,33.0,22.285714285714285,22.178571428571427,7.4992063072099535,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0592915524378217,0
FOODS_2_019_CA_4_evaluation,FOODS_2_019,FOODS_2,FOODS,CA_4,CA,d_1941,4,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,3.0,0.0,8.0,3.571428571428572,3.2142857142857144,1.39727626201162,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0592915524378217,0
FOODS_2_019_CA_3_evaluation,FOODS_2_019,FOODS_2,FOODS,CA_3,CA,d_1941,8,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,4.0,6.0,11.0,6.571428571428571,7.321428571428571,2.370453040886802,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0562475337007853,0
FOODS_2_019_CA_2_evaluation,FOODS_2_019,FOODS_2,FOODS,CA_2,CA,d_1941,5,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,8.0,3.0,8.0,3.4285714285714284,3.4642857142857144,2.3704530408864075,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0082948609781297,0
FOODS_2_019_CA_1_evaluation,FOODS_2_019,FOODS_2,FOODS,CA_1,CA,d_1941,16,2016-05-22,2,5,2016,,,0,11617,3.42,Mon,24.0,16.0,22.0,14.857142857142858,14.214285714285714,7.603257447273727,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0591969006991933,0
FOODS_1_218_CA_4_evaluation,FOODS_1_218,FOODS_1,FOODS,CA_4,CA,d_1941,10,2016-05-22,2,5,2016,,,0,11617,0.98,Mon,10.0,11.0,9.0,7.0,8.464285714285714,2.380476142847499,6,22,20,1,0,0,0,0,0,0,0,0.0,0.9986035572541524,0
FOODS_1_218_CA_3_evaluation,FOODS_1_218,FOODS_1,FOODS,CA_3,CA,d_1941,5,2016-05-22,2,5,2016,,,0,11617,0.98,Mon,1.0,3.0,19.0,6.285714285714286,8.607142857142858,4.990467102863634,6,22,20,1,0,0,0,0,0,0,0,0.0,0.9986769570011024,0
FOODS_1_218_CA_2_evaluation,FOODS_1_218,FOODS_1,FOODS,CA_2,CA,d_1941,29,2016-05-22,2,5,2016,,,0,11617,0.98,Mon,0.0,3.0,1.0,8.142857142857142,8.214285714285714,5.177791402666181,6,22,20,1,0,0,0,0,0,0,0,0.0,0.9986035572541524,0
FOODS_1_218_CA_1_evaluation,FOODS_1_218,FOODS_1,FOODS,CA_1,CA,d_1941,1,2016-05-22,2,5,2016,,,0,11617,0.98,Mon,6.0,16.0,6.0,6.285714285714286,9.785714285714286,5.186980037050607,6,22,20,1,0,0,0,0,0,0,0,0.0,0.9986035572541524,0
FOODS_2_347_CA_2_evaluation,FOODS_2_347,FOODS_2,FOODS,CA_2,CA,d_1941,10,2016-05-22,2,5,2016,,,0,11617,2.24,Mon,13.0,8.0,14.0,8.142857142857142,8.214285714285714,5.113008619478081,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0655021834061136,0
FOODS_3_202_CA_4_evaluation,FOODS_3_202,FOODS_3,FOODS,CA_4,CA,d_1941,10,2016-05-22,2,5,2016,,,0,11617,4.68,Mon,12.0,14.0,38.0,10.428571428571429,12.464285714285714,2.572750982712475,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0830414265241353,0
FOODS_2_347_CA_3_evaluation,FOODS_2_347,FOODS_2,FOODS,CA_3,CA,d_1941,18,2016-05-22,2,5,2016,,,0,11617,2.24,Mon,10.0,19.0,23.0,8.0,11.0,4.041451884327358,6,22,20,1,0,0,0,0,0,0,0,0.0,1.1098365049584562,0
FOODS_2_360_CA_1_evaluation,FOODS_2_360,FOODS_2,FOODS,CA_1,CA,d_1941,14,2016-05-22,2,5,2016,,,0,11617,0.94,Mon,8.0,10.0,18.0,9.0,11.892857142857142,2.516611478423776,6,22,20,1,0,0,0,0,0,0,0,0.0,1.094846622821756,0
FOODS_3_202_CA_2_evaluation,FOODS_3_202,FOODS_3,FOODS,CA_2,CA,d_1941,19,2016-05-22,2,5,2016,,,0,11617,4.68,Mon,16.0,16.0,10.0,14.142857142857142,13.821428571428571,5.8145957563293456,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0836745211441006,0
FOODS_3_202_CA_1_evaluation,FOODS_3_202,FOODS_3,FOODS,CA_1,CA,d_1941,25,2016-05-22,2,5,2016,,,0,11617,4.68,Mon,15.0,20.0,23.0,14.285714285714286,15.857142857142858,3.0937725468154893,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0832222352068572,0
FOODS_3_120_CA_4_evaluation,FOODS_3_120,FOODS_3,FOODS,CA_4,CA,d_1941,14,2016-05-22,2,5,2016,,,0,11617,4.98,Mon,17.0,29.0,18.0,13.571428571428571,11.5,5.349677337844592,6,22,20,1,0,0,0,0,0,0,0,0.0,0.9999999999999996,0
FOODS_3_120_CA_3_evaluation,FOODS_3_120,FOODS_3,FOODS,CA_3,CA,d_1941,33,2016-05-22,2,5,2016,,,0,11617,4.98,Mon,20.0,48.0,98.0,44.42857142857143,60.07142857142857,15.565529682144414,6,22,20,1,0,0,0,0,0,0,0,0.0,1.000892122052492,0
FOODS_3_120_CA_2_evaluation,FOODS_3_120,FOODS_3,FOODS,CA_2,CA,d_1941,26,2016-05-22,2,5,2016,,,0,11617,4.98,Mon,31.0,0.0,32.0,19.142857142857142,18.678571428571427,9.063269671749644,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0014728554650587,0
FOODS_3_120_CA_1_evaluation,FOODS_3_120,FOODS_3,FOODS,CA_1,CA,d_1941,114,2016-05-22,2,5,2016,,,0,11617,4.98,Mon,43.0,76.0,59.0,37.142857142857146,41.17857142857143,16.056448044618175,6,22,20,1,0,0,0,0,0,0,0,0.0,0.9999999999999996,0
FOODS_3_099_CA_4_evaluation,FOODS_3_099,FOODS_3,FOODS,CA_4,CA,d_1941,16,2016-05-22,2,5,2016,,,0,11617,2.56,Mon,7.0,10.0,17.0,8.0,9.25,1.290994448735575,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0249539385156816,0
FOODS_3_099_CA_3_evaluation,FOODS_3_099,FOODS_3,FOODS,CA_3,CA,d_1941,14,2016-05-22,2,5,2016,,,0,11617,2.56,Mon,9.0,7.0,8.0,9.571428571428571,10.321428571428571,1.1338934190279657,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0251322039232575,0
FOODS_3_099_CA_2_evaluation,FOODS_3_099,FOODS_3,FOODS,CA_2,CA,d_1941,7,2016-05-22,2,5,2016,,,0,11617,2.56,Mon,11.0,13.0,4.0,6.857142857142857,7.107142857142857,3.976119189552021,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0249539385156816,0
FOODS_3_099_CA_1_evaluation,FOODS_3_099,FOODS_3,FOODS,CA_1,CA,d_1941,27,2016-05-22,2,5,2016,,,0,11617,2.56,Mon,15.0,12.0,20.0,14.857142857142858,14.392857142857142,5.871642911161175,6,22,20,1,0,0,0,0,0,0,0,0.0,1.0251322039232575,0
